query,label,paraphrase
بسیاری از دروس دانشگاه به صورت کاربردی ارائه نمیشوند,4,
اینترنت دانشگاه کند میباشد,4,
بهتر است در مورد مسیر خوابگاه فکری شود,4,
چرا دانشگاه ما شورای صنفی ندارد؟,4,
برای برداشتن مجدد یک درس مجبور به پرداخت هزینه نشویم,4,
در محوطه دانشگاه تعداد صندلی برای نشستن افزایش یابد,4,
روشنایی اتاق های خوابگاه بسیار ضعیف است,4,
شبکه های تلفن همراه در دانشگاه با اختلال مواجه است,4,
اردو های بیشتری برگزار شود,4,
برای دانشجویان فرصت های عملی در صنعت ایجاد شود,4,
میانگین شاخص الودگی هوای تهران چه قدر است؟,5,
فعال شدن اتشفشان کوه دماوند,5,
امروز هوا ابری است,5,
کمبود اب در ایران در چه وضعی است؟,5,
فرو نشست سطح خاک در ایران چه اوضاعی دارد؟,5,
پایین امدن سطح اب دریاها چه مشکلاتی را ایجاد میکند؟,5,
خطر بیماری کرونا در ایران چه قدر است؟,5,
اغشته شدن میوه ها به مواد سمی ایا بخاطر کود های شیمیایی است؟,5,
هوا افتابی است یا طوفانی؟,5,
بارش برف در ایران کم شده است,5,
سیلاب در جنوب ایران خسارت وارد کرد,5,
جلسات در ایام کرونا بصورت مجازی می باشد؟,5,
برای ثبت نام چه فرم هایی لازم دارم؟,1,
چه اساتیدی این ترم درس برنامه نویسی پیشرفته را ارائه می دهند؟,1,
در کتابخونه کتاب مربوط به مهندسی داده پیدا می شود؟,3,
امتحان استاد آبین مطابق بودجه بندی نیست,4,
دانشکده چه ساعتی بسته میشه؟,2,
معاون آموزشی دانشکده چه کسی است؟,2,
گنجایش بعضی کلاس ها کم است.,4,
برای گذراندن دوره کهاد چه کار هایی لازم است؟,1,
آخرین مهلت حذف و اضافه تا کی است؟,1,
سیستم گرمایشی کلاس ها مناسب نیست.,4,
اتاق انجمن اسلامی دانشکده کجا است؟,2,
از کجا می تونم به اتاق انجمن ACM دانشکده برسم؟,2,
لطفا امتحانات پایان ترم با فاصله چیده بشوند.,4,
برای پر کردن فرم سلامت روان تا کی وقت دارم؟,1,
در ترم بعد چه دروس اختیاری ای ارائه می شوند؟,1,
روز های کاری استاد جابری کی است؟,2,
چطور می تونم مدرک آزاد کنم؟,1,
شرایط ارشد مستقیم چیه؟,1,
آیا روی کامپیوتر های دانشکده جاوا نصب هست؟,3,
تعداد سری تمرین های درس نظریه زبان و ماشین چقدر است؟,5,
چه شرکت هایی برای مدرسه تکمیلی در دانشکده درس ارائه می دهند؟,5,
اعضای انجمن علمی دانشکده چه کسانی هستند؟,5,
کدوم طبقات دستشویی دارند؟,2,
هیئت علمی دانشکده کامپیوتر کیا هستند؟,2,
ساعت اداری دانشکده کی تموم میشه؟,2,
از کجا می تونم شماره های اداری رو پیدا کنم؟,2,
آیا انتخاب واحد ترم اول با دانشجویان است؟,1,
چند واحد می تونم هر ترم انتخاب کنم؟,1,
سالن مطالعه در ایام کرونا بازه؟,2,
تعداد غیبت مجاز برای هر درس چقدره؟,1,
شرایط حذف ترم چیه؟,1,
چطوری وام دانشجویی بگیرم؟,5,
از کجا کارت دانشجویی بگیرم؟,1,
انجمن های دانشکده چی هستند؟,2,
چطور باید وارد کلاس آنلاین بشم؟,5,
آیا برای ورود به دانشگاه باید کارت واکسن داشته باشیم؟,5,
کجا می تونم پرینت و کپی بگیرم؟,2,
چند واحد درس عمومی باید پاس کنم؟,1,
حذف نیم سال چیست؟,1,
چگونه تغییر رشته بدهم؟,1,
چگونه عضو گروه های دانشجویی بشوم؟,5,
ایمیل استاد جهانیان چیه؟,2,
آیا بچه های ساکن کرج هم می تونند از خوابگاه استفاده کنند؟,2,
چطوری به دانشگاه های دیگه مهمان بشیم؟,1,
آموزش دانشکده به درستی پاسخگوی دانشجویان نیست,4,
آزمایشگاه های دانشکده چیا هست؟,2,
از کجا می تونم رزومه اساتید رو ببینم؟,2,
مهلت حذف و اضافه تا کی هست؟,1,
سیستم عامل کامپیوتر های دانشکده چیه؟,3,
روز های استفاده از استخر دانشگاه برای بانوان چیه؟,2,
چطوری شناسه بهشتی بگیرم؟,5,
نزدیک ترین بوفه به دانشکده کجاست؟,2,
چگونه برای سلف غذا رزرو کنم؟,5,
آیا از در دانشگاه تا دانشکده سرویس وجود دارد؟,2,
شماره حراست دانشگاه چنده؟,2,
نزدیک ترین در به دانشکده کدام است؟,2,
کیفیت تدریس به سطح امتحان نزدیک نیست,4,
چه درس هایی برای ترم تابستان ارائه میشه؟,1,
شهریه ترم های تابستونی چقدره؟,1,
از کجا می تونم کتاب های درسی رو تهیه کنم؟,2,
امکانات ورزشی دانشگاه چیه؟,2,
به روزترین نسخه کتاب هالیدی در کتابخونه چیه؟,3,
تی ای این ترم درس سیگنال چه کسیه؟,2,
چه اساتیدی روزهای زوج در دانشکده هستند؟,2,
از کجا می تونم با دکتر وحیدی ارتباط برقرار کنم؟,2,
اتاق استاد مهدیانی کجاست؟,2,
به نظرسنجی اساتید توجه نمی شود.,4,
کیفیت میکروفون استاد جابری خوب نیست.,4,
دکتر جهانیان دیر میاد سر کلاس.,4,
درس های باز شده در انتخاب واحد متناسب با چارت نیست.,4,
چطوری فایل تکالیفم رو آپلود کنم؟,5,
چطوری نمره هام رو توی گلستان ببینم؟,1,
چطوری برنامه درسی مو ببینم؟,1,
چگونه برنامه ی امتحان ها را ببینم؟,1,
چطور برای ارائه درس اختیاری درخواست بدیم؟,1,
آیا دانشجوها می تونند از پارکینگ استفاده کنند؟,2,
سقف وام دانشجویی چقدر است؟,2,
جریمه دیرکرد کتابخونه چقدره؟,3,
مسئول تیم ACM دانشکده کیه؟,2,
چند قطعه عکس برای ثبت نام لازمه؟,1,
ساعت استفاده از سایت دانشگاه چگونه است؟,2,
یک داخلی برای جواب به سوالات دانشجویان ورودی اختصاص داده شود.,4,
صفحه اینستاگرام دانشکده؟,2,
کد پستی دانشکده؟,2,
دیپلم رو به چه کسی تحویل بدیم؟,1,
نحوه اعتراض به نمرات,1,
کانال تلگرام انجمن علمی دانشکده,2,
آزمایشگاه پردازش زبان طبیعی کجاست؟,2,
مسئول آزمایشگاه رباتیک کیه؟,2,
درس هوش مصنوعی ترم بعد توسط چه کسی ارائه میشه؟,1,
چه زبانی در برنامه نویسی پیشرفته تدریس میشه؟,5,
کف واحد برای هر ترم چقدره؟,1,
اگر کمتر از 12 واحد بهمون رسید چی کار کنیم؟,1,
مدارک نظام وظیفه چی هستند؟,1,
منابع درس معماری چه هستند؟,5,
آیا اگر یک درس رو صفر بشیم اون ترم مشروطه؟,1,
جمعه کدوم قسمت دانشگاه بازه؟,2,
شرایط کارآموزی چیه؟,1,
شرایط برداشتن بیشتر از 140 واحد چیه؟,1,
واحد آموزش آزاد دانشگاه چه درس هایی ارائه میده؟,1,
چطور کارت دانشجویی المثنی بگیرم؟,1,
یکی از کامپیوتر های سایت مشکل داره.,3,
کلاس های عمومی کجا تشکیل میشن؟,2,
اگه یک درس رو بیفتیم و ترم بعدی پاس کنیم، کدوم نمره وارد کارنامه میشه؟,1,
سلف دانشگاه کجاست؟,2,
کتابخونه کجاست؟,2,
دفتر ریاست کل کجاست؟,2,
کتابخونه کجاست؟,2,
خوابگاه پسران کجاست؟,2,
خوابگاه دختران کجاست؟,2,
دانشگاه چه ساعتی باز میکند؟,2,
دانشگاه چه ساعتی میبندد؟,2,
غذا های دانشگاه چی هستند؟,5,
سرویس های رفت آمدی کجا هستند؟,2,
نحوه انتخاب واحد چگونه است؟,1,
حداکثر واحد های انتخابی برای هر ترم چقدر است؟,1,
حداقل واحد های انتخابی برای هر ترم چقدر است؟,1,
با چه نمره ای مشروط می شویم؟,1,
چند بار میتوان در طول کارشناسی مشروط شد؟,1,
مشروط شدن شامل هزینه هم میشود؟ چقدر؟,1,
معدل هر ترم را کجا میتوان دید؟,1,
ترم تابستان چند واحد می توان برداشت؟,1,
کل واحد های عملی کارشناسی چقدر است؟,1,
کل واحد های دروس پایه در کارشناسی چقدر است؟,1,
جمعه ها دانشگاه باز است؟,2,
ماشین می توان به دانشگاه آورد؟,5,
حداکثر سرعت مجاز در دانشگاه چقدر است؟,5,
چند کتاب میتوان از کتابخانه به امانت گرفت؟,5,
جریمه دیرکرد کتاب های کتابخوانه چقدر است؟,5,
وام دانشجویی از کجا باید گرفت؟,5,
میزان وام دانشجویی چقدر است؟,5,
رمز وای فای دانشکده چیست؟,3,
یوزرنیم سیستم چیست؟,3,
پسورد سیستم چیست؟,3,
کانفیگ سیستم ها چیست؟,3,
سیستم عامل سیستم ها چیست؟,3,
ایا لپ تاپ هم میتوان قرض گرفت؟,3,
کار های چاپی هم سایت انجام میدهد؟,3,
سایت چه زمانی باز میکند؟,3,
هر فرد چند ساعت میتواند از سایت استفاده کند؟,3,
کلاس 101 کجاست؟,2,
کلاس 102 کجاست؟,2,
شماره آموزش کل چند است؟,2,
سایت انتخاب واحد را بهتر کنید,4,
تعداد کمد های دانشگاه را بیشتر کنید.,4,
تعداد مایکروویو ها را زیاد کنید.,4,
راه های ارتباطی با اساتید را بیشتر کنید.,4,
نحوه شرکت در مسابقات دانشکده چگونه است؟,5,
نحوه عضویت در بسیج دانشکده چطور است؟,5,
ساعت کلاس ها را از 10 به بعد بزارید,4,
بوفه های دانشکده را بیشتر کنید,4,
دستگاه چایی ساز قرار دهید.,4,
فاصله ی بین کلاس ها را بیشتر کنید,4,
واحد های عملی بیشتر از 1 واحد زمان گیر هستند,4,
چطور میتوان TA شد؟,1,
چطور میتوان یک ترم مرخصی گرفت؟,1,
در دانشکده محیطی برای بازی قرار دهید,4,
فضای نمازخونه دانشکده بوی بدی می دهد.,4,
نمازخونه کجاست؟,2,
خشک کن هایی در سرویس بهداشتی قرار دهید.,4,
دانشکده را ترکیبی از مجازی و حضوری کنید.,4,
فلش می توان از سایت قرض گرفت؟,3,
سایت سی دی هم دارد؟,3,
فیلم های آموزشی هم از سایت می توان تهیه کرد؟,3,
شارژر مک داخل سایت هست,3,
اساتیدی که در صنعت هستند را هم استخدام کنید.,4,
تعداد واحد های کارآموزی را بیشتر کنید.,4,
فرصت کارآموزی چگونه است؟,1,
پایان نامه چند صفحه باید باشد؟,1,
دفاعیه کجا برقرار می شود؟,1,
آمفی تئاتر کجاست؟,2,
تاریخ امتحانات کی هست؟,1,
پیتزا هم سلف میدهد؟,5,
کلاس 112 کجاست؟,2,
سایت کدوم طبقه است؟,2,
آموزش کجاست؟,2,
طبقه اول چند سرویس بهداشتی دارد؟,2,
شروع ترم پاییز از کی است؟,1,
پایان ترم پاییز کی است؟,1,
پایان ترم نیم سال دوم کی است؟,1,
امتحانات نیم سال دوم کی شروع می شود؟,1,
برنامه امتحانی را از کجا می شود دید؟,1,
چند واحد در حذف و اضافه می شود حذف کرد؟,1,
چند واحد در حذف اضطراری می شود حذف کرد؟,1,
حذف اضطراری کی است ؟,1,
غیبت در امتحان باعث می شود درس را افتاد؟,1,
تقلب در امتحانات باعث چی میشود؟,1,
آیا کارت دانشجویی باید در امتحانات داشته باشیم؟,1,
با چه خودکاری باید امتحان را بنویسیم؟,5,
انتخاب واحد ورودی 1400 کی است؟,1,
معدل الف چند واحد میتواند اخذ کند؟,1,
مزایای معدل الف بودن چیست؟,1,
دانشجویان بیمه می شوند؟,5,
پارکینگ به دانشجویان داده می شود؟,5,
چه مدل لباسی می توان پوشید؟,5,
هوا امروز آفتابی بود؟,5,
سلام کردن بلد هستی ؟,5,
ناهارخوری ای در دانشکده تعبیه کنید,4,
در طبقه آخر چی هست؟,2,
امروز بیشترین سوالی که ازت پرسیده شد ، چی ها بوده است؟,5,
قد بلند ترین فرد دانشگاه چه کسی است؟,5,
کلاس 125 داریم ؟,2,
توی طبقه دوم چه کلاس هایی هست؟,2,
کلاس های حضوری را هم ضبط کنید,5,
ترم تابستان مشروطی دارد؟,1,
میتونم تا ساعت 9 از کتابخانه استفاده کنم؟,3,
سلف روز های پنجشنبه هم غذا میدهد,5,
لیست دروس ارائه شده را از کجا میتوانم ببینم؟,1,
جشن روز دانشجو کجا برگزار میشه؟,2,
معدل لازم برای مشروط نشدن چقدره؟,1,
تعداد دروس عملی دانشگاه تقریبا 0 است.,4,
معدل الف چنده؟,1,
آموزش درست تر جواب دانشجو ها را بدند!,4,
انتخاب واحد را خودم باید انجام دهم؟,1,
اتاق دکتر شمس فرد کجاست؟,2,
تاریخ انتخاب واحد چه روزی است؟,1,
کلاس ها در فصل زمستان سیستم گرمایشی مناسبی ندارند.,4,
لیست دروس برای فراغت از تحصیل رو کجا میتونم ببینم؟,1,
استاد های دروس تخصصی را یکم بهتر کنید,4,
مدرک دیپلمم رو کجا باید تحویل بدم؟,1,
آبسرد کن ها نصفشون خراب اند,4,
کلاس درس هوش کجاست؟,1,
برای استفاده از کتابخانه کارت دانشجویی لازم دارم؟,3,
کلاس درس پایگاه داده کجاست؟,1,
کیفیت غذا ها سلف را بیشتر کنید,4,
کلاس درس الگوریتم کجاست؟,1,
آزمایشگاه سخت افزار کجاست؟,2,
کلاس درس ریاضی۱ کجاست؟,1,
صندلی های دانشگاه را ابری کنید!,4,
کلاس درس ریاضی۲ کجاست؟,1,
جشن روز دانشجو کجا برگزار میشه؟,2,
برنامه هفتگیمو از کجا میتونم ببینم؟,1,
دستیار استاد بودن چه تاثیری دارد؟,5,
زباله های خوابگاه را چه ساعتی باید گذاشت دم در؟,5,
نحوه انتخاب واحد چطوره؟,1,
دمای هوا امروز چقدر است؟,5,
پارکینگ جای پارک دارد؟,2,
درس برنامه نویسی پیشرفته این ترم را چه کسی ارائه میده؟,1,
لابی دانشکده کجاست؟,2,
چند واحد میتونم تو حذف و اضافه حذف کنم؟,1,
مسئول آموزش برخورد مناسبی با دانشجو ندارد.,4,
چند واحد میتونم تو انتخاب واحد اخذ کنم؟,1,
سطح تمرینات درس هوش مصنوعی بالاست.,4,
اگر یه درسو بیفتم باید برای دوباره برداشتنش پول بدم؟,1,
امروز چندم ماه است؟,5,
اگر یه درسو حذف کنم باید برای دوباره برداشتنش پول بدم؟,1,
دانشکده کامپیوتر چند کلاس دارد؟,2,
کتابخونه میزهاش تحمل وزن پایینی دارن.,4,
کجا میتونم دکتر عطارزاده را ببینم؟,2,
برای استفاده از کتابخانه کارت دانشجویی لازم دارم؟,3,
پول ترم تابستان رو میتونم پس بگیرم با حذف درس؟,2,
میتونم تا ساعت 9 از کتابخانه استفاده کنم؟,3,
جشن روز دانشجو کجا برگزار میشه؟,2,
شرایط ثبتنام ارشد مستقیم چیه؟,1,
مسئول آموزش برخورد مناسبی با دانشجو ندارد.,4,
تعداد دانشجویان دانشگاه چند نفر؟,2,
سطح تمرینات درس هوش مصنوعی بالاست.,4,
دانشکده الهیات کجاست,2,
ممکن است شرایط برگزاری امتحان را در سامانه قرار دهید؟,4,
دانشکده روانشناسی کجاست,2,
امروز چندم ماه است؟,5,
چطوری میتونیم دانشکده زبان چینی را پیدا کنم,2,
حداقل تعداد واحد موردنیاز برای ثبت ترم چند واحد است؟,1,
سلف کجاست؟,2,
کتاب CLRS موجود هست؟,3,
امور خوابگاها کجاست؟,2,
کتابخونه میزهاش تحمل وزن پایینی دارن.,4,
امور خوابگاها کجاست؟,2,
کجا میتونم دکتر عطارزاده را ببینم؟,2,
کتابی که از کتابخونه دانشکده گرفتم را به کتابخانه مرکزی میتوانم تحویل دهم؟,3,
سایت لیست کتاب ها اسمش چیه؟,3,
دانشکده الهیات و ادیان کجاست؟,2,
کتاب غیر درسی هم دارید؟,3,
چرا لابی دانشکده رو اینکاری کردید؟,4,
کتاب سیستم عامل رو کجا میتونم پیدا کنم؟,3,
اگر یک درس را بیفتیم، درس همنیازش هم افتاده حساب میشه؟,1,
چند بار میتونم کتاب رو تمدید کنم؟,3,
خوابگاه از کدوم مسیر نزدیک تره؟,2,
کتاب رو با تاخیر تحویل بدم جریمه میشم؟,3,
خوابگاه بسته اس؟,2,
گرفتن کتاب محدودیت داره؟,3,
اساتید نمرات را بیشتر از ۱۰ روز طول میکشد وارد سیستم کنند.,4,
میتونم دوستم رو به عنوان مهمان به دانشگاه بیارم؟,2,
لطفا برای امفی تاتر سیستم گرمایشی بذارید.,4,
زمین چمن رو چجوری میتونیم رزرو کنیم؟,2,
چرا اکثر دروس تک استادی هستند؟,4,
این کتاب را چه کسی برده است؟,3,
اساتید خودشان دیر میاید ولی ما ۱ دقیقه دیر برسیم غیبت میزنند.,4,
برای ثبت نام باید کجا برم؟,1,
دوره کهاد چیه؟,5,
تا ساعت چند میتونم در دانشکده باشم؟,2,
دانشگاه ما کی حضوری میشه؟,2,
پارک علم و فناوری چیه؟,5,
تعداد واحد عملی که در ترم تابستان می توان اخذ کرد؟,1,
نرم افزار فتوشاپ روی سیستمی از سایت نصب هست؟,3,
پکیج visual studio رو میتوان رو فلش بریزید؟,3,
باشگاه دانشگاه کجاست؟,2,
لابی دانشکده را چرا کنسل کردید؟,4,
دانشکده بوفه ندارد؟,4,
کارت دانشجویی گم شود ، چه باید کرد؟,2,
سایت گلستان رو عوض کنید,4,
هر ترم چند درس را می توان حذف اضطراری کرد؟,1,
اساتید یکم بروز تر شوند,4,
برای ثبت نام باید کجا برم؟,1,ثبت نام کجاست؟
در حذف و اضافه اول ترم چند واحد میتوان حذف کرد؟,1,حذف و اضافه اول ترم چطوریه؟
مهلت انتخاب واحد تا چه زمانی است؟,1,انتخاب واحد تا کیه؟
چطوری بفهمم مدارکم کامله یا نه ؟,1,کجا میزنه مدارکم کامله؟
زمان ارزشیابی اساتید کی هست؟,1,معمولا ارزشیابی استاید کیاست؟
مهلت ارزشیابی اساتید تمام شده و من ارزشیابی تکمیل نکردم راه جبرانی هست؟,1,چطوری بدون انجام ارزشیابی اساتید انتخاب واحد کنم؟
ساعت کاری آموزش کل تا کی هست؟,2,آموزش کل چه ساعتایی هست؟
ساعت کاری آموزش دانشکده تا کی هست؟,2,آموزش ما چه ساعتایی هستن؟
دیپلم را تا کی میتوانیم تحویل دهیم؟,1,برای تحویل دیپلم چقدر وقت داریم؟
چند ترم میتوان مشروط شد؟,1,جند ترم مشروط بشم اخراج میشم؟
هزینه ترم تابستان چقدر است؟,1,ترم تابستون هزینش چطوریه؟
انتخاب واحد ترم تابستان چگونه است؟,1,برای انتخاب واحد تابستون باید چیکار کنم؟
در ترم تابستان چه درس هایی ارائه میشود؟,1,ترم تابستان چی ارائه میدن؟
استاد درس نمره ام را وارد نکرده چگونه درسی که این درس پیشنیازش هست را بردارم,1,چطوری درسی که نمره پیشنیازش وارد نشده بردارم؟
سقف انتخاب واحد برای معدل الف چنده؟,1,معدل الف چند واحد میتونه برداره؟
تا چه ساعتی در دانشکده باز است؟,2,دانشکده تا ساعت چند بازه؟
رئیس دانشکده کیست؟,2,رئیس دانشکدمون کییه؟
کجا میتوان دروس ارائه شده را دید؟,1,دروس این ترم کجا نشون میده؟
مسئول تایید انتخاب واحد کیست؟,2,کی برای انتخاب واحد مسئوله؟
مسئول زمان بندی دروس کیست؟,2,کی برای زمان بندی مسئوله؟
چگونه میتوان در درسی مهمان شد؟,1,برای مهمان شدن باید چیکار کنیم؟
چگونه شخصی میتواند در دانشکده ما مهمان شود؟,1,چطوری یکی میتونه اینجا مهمان بشه؟
نمازخانه کجاست؟,2,کجا میشه نماز خوند؟
رمز اینترنت دانشکده چیست؟,3,پسورد اینترنت چیه؟
در روز ها تعطیل رسمی در دانشکده بسته است؟,2,روزای تعطیل دانشکده بازه؟
برای خواندن ارشد بدون کنکور در دانشکده چه شرایطی لازم است؟,2,چطوری میشه بدون کنکور اینجا ارشد خوند؟
تا چند کتاب میتوان قرض گرفت؟,3,چندتا کتاب میتونیم از کتابخونه بگیریم؟
سایت چقدر ظرفیت دارد؟,2,ظرفیت سایت چقدره؟
کیفیت برگزاری کلاس ها پایین است,4,کلاس ها سطح کیفی پایینی دارن
فلان استاد کلاس را ضبط نمیکند,4,فلان استاد ریکورد رو نمیزنه
به فرجه نیاز داریم,4,فرجه نداریم و واقعا نیازه
فاصله بین دو ترم خیلی کم است,4,فاصله ترما واقعا کمه
فلان استاد میان دانشجویان تبعیض قائل میشود,4,فلان استاد بین بچه ها فرق میزاره
شرایط ثبت نام المپیادی ها چگونه است,1,المپیادیا برای ثبت نام باید چه کاری انجام بدن؟
امفی تئاتر کجاست,2,چطوری باید بریم امفی تائتر؟
سرویس بهداشتی نظافت مناسبی ندارد,4,سرویس بهداشتی کثیفه
هوا چطوری است؟,5,هوا چطوره؟
چگونه میتوان رئیس دانشگاه را ملاقات کرد؟,5,چطوری میشه رئیس دانشگاه رو دید؟
کافه ها نزدیک دانشکده کجا هستند؟,5,کافه خوب نزدیک دانشگاه کجاست؟
کدام در به دانشکده نزدیک تر است؟,5,از کدام در بیاییم زودتر میرسیم؟
هزینه ون داخل دانشگاه چقدر است؟,5,چقدر باید برای سوار شدن ون پرداخت کنیم؟
چه مسابقاتی در دانشکده برگزار میشود؟,3,مسابقات دانشکده چیا هستن؟
دانشکده تیم برای مسابقات دارد؟,3,دانشکده برا مسابقات تیم داده؟
چه پاداشی برای افرادی که برای دانشکده مقام میاورد در نظر میگیرند؟,2,به اینایی که رتبه میارن چی میدن؟
هزینه مسابقات جهانی را دانشکده میدهد؟,2,دانشکده برای مسابقات جهانی هزینه میکنه؟
سامانه درس افزار مشکل تایم دارد,4,زمان درس افزار خرابه
امتحان گرفتن با سیستم نمره دهی خودکار حق دانشجو را ضایع میکند.,4,سیستم تصحیح خودکار حقمون ضایع میکنه
دانشگاه خیلی بد مسیر است,5,مسیر دانشگاه خیلی بده
ساعت چند است؟,5,ساعت چنده؟
تاریخ امروز چیست؟,5,امروز چه تاریخی هستیم؟
سطح تدریس فلان استاد با امتحانش یکسان نیست,4,سطح امتحان فلان استاد از سطح تدریسش خیلی بالاتره
شرایط امتحان فلان استاد استرس زیادی به ما وارد میکند,4,امتحان فلان استاد خیلی پرفشاره
فلان استاد جواب اعتراض ها را نمیدهد,4,فلان استاد اعتراض ها رو اصلا نمیبینه
لابی نداریم لطفا فکری کنید,4,به لابی نیاز داریم یکاری کنید
ساعت چند در دانشکده باز میشود؟,3,دانشکده از ساعت چند بازه؟
شرایط وام دانشجویی چگونه است؟,1,وام دانشجویی چجوریاست؟
چگونه خوابگاه بگیریم؟,1,چطوری میشه خوابگاه گرفت؟
به تهرانی ها هم خوابگاه میدهند؟,1,تهرانیا هم شامل خوابگاه میشن؟
فلان استاد در تایم خارج کلاس حضور غیاب کرده,4,فلان استاد تایم بیرون کلاس غیبت میزنه
تعداد غیبت مجاز در هر درس چقدر است؟,1,توی هر درس چندتا غیبت میشه کرد؟
آدرس دقیق دانشگاه چیست؟,5,آدرس دانشگاه چیه؟
دانشکده الاهیات کجاست؟,5,الاهیات کجای دانشگاهه؟
آز فیزیک کجا برگزار میشود؟,1,آز فیزیک کجاست؟
سنوات چگونه است؟,1,قضیه سنوات چطوریاست؟
چه معدلی مشروط حساب میشود؟,1,معدلمون چند بشه مشروطیم؟
امتحانات در تایم بیرون کلاس میباشد,4,امتحانا خارج زمانبندی کلاساست
مدارک من کامل است؟,1,مدارکم اوکیه؟
شماره آموزش دانشکده چند است؟,2,شماره تلفن اموزش ما چنده؟
چگونه غیبت به دلیل بیماری را گزارش دهیم؟,2,چطوری مریض شدم غیبتم رو توجیح کنم؟
کلاس درس معماری کجاست؟,2,معماری کجا برگزار میشه؟
روی کامپیوترها سایت چه برنامه ای نصب است؟,3,چی نصبه رو سیستم ها سایت؟
کتاب طراحی الگوریتم موجود است؟,3,طراحی الگوریتم کتابش هست؟
کتاب هالیدی موجود است؟,3,هالیدی کتابش هست؟
ماکسیمم زمانی که میتوان کتابی را قرض گرفت چقدر است؟,3,حداکثر چقدر میشه یه کتابی قرض بگیریم؟
سایت تا کی باز است؟,3,سایت دانشکده تا کی هست؟
ظرفیت درس هوش کم است,1,برای درس هوش کم ظرفیت دادن
زمان بندی کلاس ها خیلی بد است,1,کلاس ها زمان بندش ایراد داره
زمان بندی امتحان مشکل دارد,1,امتحان زمان بندیش خوب نیست
زمین فوتبال دانشگاه کجاست؟,5,کجا دانشگاه میشه فوتبال بازی کرد؟
دانشگاه سالن دارد؟,5,سالن داره دانشگاه؟
استخر دانشگاه کجاست؟,5,استخر کجای دانشگاهه؟
سالن بدنسازی دانشگاه کجاست؟,5,سالن بدنسازی کجا دانشگاهه؟
معدل الف چند به بالاست؟,2,چه معدلی الف حساب میشه؟
استاد فلان درس غیبت میکند و ما باید تاوانش را بدهیم,4,ما باید جور نیومدن اساتید بکشیم
فلان استاد رندوم نمره میدهد,4,فلان استاد همینطوری الکی نمره میده
برنامه تحصیلی دانشگاه تهران چگونه است؟,5,برنامه دانشگاه تهران چطوریه؟
اعضا کمیته انظباطی چه اشخاصی هستند؟,2,کیا تو کمیته انظابطی دانشکدمون هستن؟
مدرک فلان استاد چیست؟,2,فلان استاد تا چه مدرکی خونده؟
کدام اساتید دانشکده هیئت علمی هستند؟,2,توی دانشکده کیا هیئت علمین؟
بوفه خوب نزدیک دانشکده کجاست؟,5,بوفه خوب این نزدیکیا کجاست؟
مساحت دانشکده چقدر است؟,2,دانشکدهمون چقدر مساحت داره؟
بزرگترین کلاس دانشکده کدام کلاس است؟,2,کدوم کلاس بزرکترین کلاس دانشکدس؟
فلان استاد مباجث را نمیرساند و اخر ترم مباحث را فشرده درس میدهد.,4,فلان استاد نمیتونه مباجث برسونه اخر ترم حجم کار میبره بالا
حداکثر واحدی که میتوان ترم تابستان برداشت چقدر است؟,1,ترم تابستون تا چه سقفی میشه انتخاب واحد کرد؟
کیفیت هوا چگونه است؟,5,کیفیت هوا چطوریه؟
مسئول کتابخانه کیست؟,3,کتابخونه رو کی اداره میکنه؟
فلان استاد خارج مباحث امتحان میگیرد,4,امتحانی که فلان استاد میگیره خارج از مباحث تدریسشه
تعداد ورودی ها امسال خیلی زیاد است,4,امسال ورودی ها بیش از حده
نزدیکترین دانشکده به دانشکده ما کجاست؟,5,کدوم دانشکده به دانشکمون نزدیکتره؟
رئیس سابق دانشکده چه شخصی است؟,2,رئیس قبلی دانشکده کی بوده؟
ترم تابستونه هزینه,1,
زمان انتخاب واحد کیه؟,1,
کلاسا کی شروع میشه؟,1,
مدارکی که برای ثبت,1,
رمز گلستان رو فراموش کردم چیکار کنم؟,1,
برای معافیت سربازی کجا باید برم؟,1,
مرخصی تحصیلی به چه شکله؟,1,
نمره,1,
برای ثبت,1,
ثبت,1,
انتخاب واحد کی شروع میشه,1,
فرصت نظرسنجی اساتید تا کیه,1,
کابل hdmi دارید؟,1,
استاد علی اکبری امروز میان سر کلاس,1,
حذف ترم چجوریه,1,
ترم دهم شامل سنوات,1,
اگه نظرسنجی رو پر نکرده باشیم نمیشه انتخاب واحد کرد؟,1,
نظرسنجی اساتید تا کیه؟,1,
حذف و اضافه تا کی وقت داره؟,1,
کتابخانه تا چه زمانی باز است,3,
مدت استفاده از سایت دانشکده واسه هر فرد و هر مقطع چگونه است؟,3,
مقررات کتابخانه چیه؟,3,
کتابخانه ی دانشکده کامپیوتر کجا وجود دارد؟,3,
کتابخانه,3,
امکان پروژه زدن در دانشکده وجود دارد؟,3,
امکانات کتابخانه چی هست؟,3,
نحوه ی گرفتن کتاب از کتابخانه؟,3,
ظرفیت کتابخانه چقدره؟,3,
ظرفیت سایت چقدره؟,3,
مسئول سایت دانشکده کیه؟,3,
مسئول کتابخانه ی دانشکده کیه؟,3,
رمز کامپیوتر توی سایت چنده؟,3,
فلش میتونم بزنم؟,3,
جریمه دیرکرد چقدره؟,3,
هر کتابو چقدر میتونیم به امانت ببریم؟,3,
رزرو کتاب چه شکلیه؟,3,
بدون کارت دانشجویی میشه کتاب گرفت؟,3,
